epsilon,sim,dp_intercept,dp_beta1,dp_beta2,dp_se_intercept,dp_se_beta1,dp_se_beta2,dp_covered_intercept,dp_covered_beta1,dp_covered_beta2,ols_intercept,ols_beta1,ols_beta2
0.5,18,-0.6628185877041699,1.3937495751539628,0.24655977995933764,3.4741268320321024,9.422500770166678,2.447140588734533,True,True,True,-0.051903366238846796,0.9756983050704888,1.9792262325858592
0.5,19,1530160175.0981467,700548840.6422298,1149693492.5435467,1.2900522436742287e+18,1.2379749849909578e+17,5.4719589671104115e+17,True,True,True,0.016859844891902984,0.9841482426903899,1.9061686561252906
0.5,20,-2940736211.274281,5402978137.764858,2130504505.2082474,8.975816904033862e+17,5.566797286047775e+18,3.413132506852208e+17,True,True,True,-0.00783629246045292,0.9959525595283317,2.040776846039611
0.5,21,-675225558.2478838,826724895.8588798,221251182.1692384,3.874881256618905e+17,7.112050435352371e+17,1.363228276634449e+16,True,True,True,0.04586470068925289,0.9835280342167595,2.0098708258307365
0.5,22,-190760935.3587872,-1004149246.7818133,-212317962.32158902,9527654379189204.0,1.389672492496908e+18,1.3136445756640786e+16,True,True,True,0.020933921126344505,0.9551673111849823,1.994595910694979
0.5,23,4159739741.9944763,3768610412.88808,-6302180309.699572,1.5115902454922583e+18,1.1240337037321981e+18,5.256638069542667e+18,True,True,True,-0.010399676562924669,1.0002027980572583,1.9980442372028058
0.5,24,-400553254.1002548,668809431.068451,568889473.6515038,1.032071338737058e+17,4.8043660731068864e+17,2.956736445620465e+17,True,True,True,-0.007265968573973446,0.9812850475882491,1.990593599242566
0.5,25,595244416.8798397,1740034567.522558,-1008330351.8202329,7.171559537563863e+16,1.7914357857840138e+18,3.4860702896471526e+17,True,True,True,0.02169095418698283,0.9898244786134943,1.9890162046934428
0.5,26,1899954480.8745391,-314220096.5360829,468796933.3186026,2.6114377817894016e+18,1.1812776180993858e+16,3.922874207877924e+16,True,True,True,0.011889457752348565,1.055799834172415,2.0195450671346924
0.5,27,0.11990536832139549,1.399360008232329,-0.38954389790441013,1.4883635208748183,6.92857755233859,7.633143968718381,True,True,True,0.05524543121276078,0.9709025107353402,1.9830874434020362
0.5,28,98598312.72195096,-68590777.88698578,41492926.788148016,8.878677698293528e+16,2.989076477725627e+16,6617013570729921.0,True,True,True,-0.01804341851425701,1.0306493129938104,1.9922840777657818
0.5,29,103359719.88416716,291645982.47251964,-205143613.60335484,1.1983559244402028e+16,2.6921537654797818e+17,9.369272450838843e+16,True,True,True,-0.02322994505876097,0.9378044020728596,2.0261876282497258
0.5,30,-827862985.3690935,1857440717.7734487,18128966.34480826,2.0519994983155235e+17,2.317644069645507e+18,2154877686994.4138,True,True,True,0.015148835623443001,1.0005002376601015,2.001310600647553
0.5,31,-2330372342.990522,-2576581349.125292,-1456189965.0976224,1.3339969419562967e+18,1.803061158518881e+18,3.254865032957688e+17,True,True,True,0.0312052746531353,1.04892069332389,2.0194301655833167
0.5,32,2028673274.0846448,-3092298995.044568,-1939243405.5577936,7.161190334179597e+17,2.536257420687499e+18,6.255267156557651e+17,True,True,True,-0.02575159266945124,1.0350593440066518,2.0158290620918047
0.5,33,1618092874.196604,-104772667.83798128,452384904.70906764,2.2360987244452867e+18,607050306563900.9,4.886579324823519e+16,True,True,True,-0.05985397873217732,1.0686840197238014,2.0397391353025847
0.5,34,-169130210.66522786,-72407267.76940896,-862399065.678634,9306302867949314.0,730230715218015.4,1.2337820371520223e+18,True,True,True,0.0143041614359803,0.9933586031947639,1.929641475694571
0.5,35,-3.4447926954905776,10.481255320193075,3.3376121013105475,2.591985772334396,28.96536186928507,3.4906477772486455,True,True,True,-0.054292035433714164,1.0018955992875405,1.9549383976827195
0.5,36,228853570.29467356,-893422640.9474559,-4167151159.2520022,984202882243769.2,5.85574768212064e+16,5.941953488214434e+18,True,True,True,0.020916087690168353,1.0149639917644064,1.9594384765869834
0.5,37,0.502478076809612,-1.0700136886790108,0.8369742860727373,2.7215299235311603,7.400413088477481,0.9371810170389738,True,True,True,-0.004245056069330764,1.0402043960188123,1.943126848903555
0.5,38,-0.7986139150151704,-1.3832870259934043,0.15243092926509239,0.9167148915335741,2.303079341356758,1.050218890803633,True,True,True,0.0398872193088313,0.9831497104680675,1.9670469081722644
0.5,39,0.004160833668803585,1.068708660086069,1.1269834408617163,1.563897198649707,2.296240258900874,1.412896211496496,True,True,True,-0.0021085312344127985,1.036237600163568,1.9852684752818246
0.5,40,1054752163.9663152,-671386322.5744424,174061775.68237785,1.101390217132572e+18,2.8405825046877258e+17,4949942669992324.0,True,True,True,-0.00883154898219025,1.002391498704167,2.0528840397050008
0.5,41,3687719604.0002785,-990391109.4438246,2943837029.672038,3.226840355019513e+18,6.250633136751552e+16,1.641515902696731e+18,True,True,True,-0.009592967333136145,0.94604247894282,1.9893138536340493
0.5,42,1758080785.947687,3059467822.7447686,-1898078102.1350899,5.062847960987335e+17,2.6681858235368207e+18,6.37119120861821e+17,True,True,True,-0.019591486998820563,0.9559607937132513,2.0180224168998806
0.5,43,-26.323533269982192,10.802955729934956,9.15457330752285,188.85981774532698,14.719029217907975,11.141391615949024,True,True,True,-0.014063319591664729,0.9513814303546116,1.9995431174047769
0.5,44,1.9620138321013878,-4.274145205044684,-1.9704160666529087,3.2167974951264355,22.182568392148642,3.65979400797959,True,True,True,0.018482359925492933,0.9937249196335916,2.0656077131408423
0.5,45,-1103524332.814226,-980798250.6658002,1279906003.618757,5.2647800571919085e+17,3.696353852302991e+17,8.214265206850797e+17,True,True,True,0.015845114078443204,0.9485860965871129,2.0524804693480285
0.5,46,11475183.907670116,63919712.44809041,143704215.23918205,90884652666612.75,1.5707825481604108e+16,1.7849257749884214e+17,True,True,True,-0.04807064044109216,1.0300250317134492,2.031479380635785
0.5,47,118502709.3434597,-630275923.0310127,1750004305.6217227,716535371732443.9,1.0780648818715282e+17,2.3076508230029716e+18,True,True,True,-0.005446262711817515,1.0235266236835077,1.9786601630307725
0.5,48,2815287786.7642655,-3759844165.67304,6451773029.385289,5.2404841851472576e+17,1.2482815725627587e+18,6.307253201084609e+18,True,True,True,0.0005183906292087689,0.9991307309334319,2.020724196091191
0.5,49,3234326443.7561445,784114442.6931003,346445893.139778,4.520197740182611e+18,6.440865662562063e+16,5555359139589679.0,True,True,True,-0.011956199359816351,0.9854809330702476,1.9514595311023109
0.5,50,1925668149.9216092,-2173475687.976574,1701138690.3241851,9.430251135900585e+17,1.3559487512785925e+18,6.501268202920977e+17,True,True,True,0.02753270459930817,1.0359005187217594,1.9596779524120436
0.5,51,-1099626661.7643754,-2228706467.9650493,82301276.14266814,3.216538600706092e+17,2.678006369180421e+18,134856780893381.47,True,True,True,-0.05306352794623609,0.9456083174405605,2.0033077690189316
0.5,52,894625335.6526862,1141103308.4801035,2165328093.5515738,1.5770317042428256e+17,3.2725910019829376e+17,2.236083262534437e+18,True,True,True,-0.04176592332102176,0.9934204786880745,2.0166035104324154
0.5,53,2529636738.7123055,-547478259.0363827,2783251401.6967883,1.6761252754780695e+18,1.6991535806286098e+16,2.2324888812894733e+18,True,True,True,0.0003289006828925897,1.0367393707048471,2.0220644061915287
0.5,54,4288503343.4367757,229329003.01786146,5581233212.648747,2.378735398986059e+18,363752462402784.25,5.243477225220993e+18,True,True,True,0.01998203449435481,0.9774051314073564,2.0571790623826383
0.5,55,32563251.891330015,96730213.04604064,46473432.95261608,4106468624689477.5,1.0763947408511048e+17,1.1937115397452174e+16,True,True,True,-0.0011458677800734,0.978079975141844,1.990396209168826
0.5,56,1368098509.705384,-2519481095.514004,1676658695.643031,3.4722281386553126e+17,2.1686499389761953e+18,6.391313765549275e+17,True,True,True,-0.004671429105442963,0.97388032664107,2.0233488343979635
0.5,57,5.027645062108168,0.09400197542699121,3.2028183349539803,8.114381975180018,3.0898785224164005,3.2376363151145386,True,True,True,0.01647488429789275,1.0142601010325778,2.0037058013813374
0.5,58,1653782087.1655228,-321817333.56979954,4545165066.209357,2.8792466169999344e+17,2121643135935170.0,5.977134001417453e+18,True,True,True,-0.048730600637827165,0.9879346379280808,1.9769050584577568
0.5,59,98830214.8492851,390686799.89426714,-180696291.69220185,7402379408076691.0,4.572863635254915e+17,4.524282823273757e+16,True,True,True,0.022986871123611412,0.9730557859709925,2.033382160065065
0.5,60,359679464.4119704,566425423.4575996,-1074214419.9324188,4.338722605316954e+16,1.6945062104484694e+17,1.1558138364479657e+18,True,True,True,0.0455950403124802,0.9812431614922277,2.0112667648675524
0.5,61,-308587871.13735896,166298376.1431572,-230465869.54657036,2.4974199982693885e+17,3.908580436443798e+16,1.0403390364407293e+17,True,True,True,0.06685660923842711,1.0442568402643146,2.0942907428322663
0.5,62,0.08548437113699893,-5.134795427776245,-0.8766345895012064,3.092198683255176,13.43645677297066,1.3193198368655508,True,True,False,-0.08092229882690166,1.019567835801776,2.068918633110356
0.5,63,128166983.92964084,584211237.6782842,619683609.9237927,4245572395260857.5,4.020846193600882e+17,4.7986355667571994e+17,True,True,True,0.030732708138504546,1.011992366455342,2.019365679183718
0.5,64,-1183568475.9553654,2603944861.1149745,1005504696.3471863,2.697800711800788e+17,2.8729300270650445e+18,1.654177116180358e+17,True,True,True,-0.08055710178463026,1.021919853340358,1.9917398915349602
0.5,65,5118724.301996941,75198148.7947737,-362918806.89358914,1460109425761.6104,4629360701859213.0,5.203888678428788e+17,True,True,True,-0.02129310515346084,0.9911588455786497,2.018909584204732
0.5,66,-38.73826499845187,-99.14873767153124,-3.6794642090461847,127.05806154914136,1806.8597944277699,3.0741627946461088,True,True,True,-0.0027179549621177343,1.0404329786234037,2.0561096196474216
0.5,67,-3289752660.743691,1587168131.2934804,1979901055.9970984,3.0850864514891924e+18,3.464546550837342e+17,6.72524421019201e+17,True,True,True,0.01557055066563643,1.0196646051723959,1.9763686421996023
0.5,68,-363649333.63532084,-85106461.7015802,108037283.7031664,4.758621257813563e+17,6099867189637706.0,1.2478251048636968e+16,True,True,True,0.02764603832327571,0.9132452520544774,1.9748710024492175
0.5,69,-70292104.23741706,1453389578.8674104,-134982408.8674317,243263964240109.12,2.1503255803626703e+18,1722620541058668.5,True,True,True,0.020356733441869303,1.0203574409571845,2.045588860997709
0.5,70,-566391819.4461433,197284826.7458584,109402873.33537033,7.311866508183164e+17,3.0899993360791e+16,5269428533730451.0,True,True,True,0.004287561581021426,1.0261408825572973,1.9793174289911504
0.5,71,-2306646195.9463882,2033092669.3239245,369068366.0335572,1.914120739600463e+18,1.3106836924650952e+18,7840556109944209.0,True,True,True,-0.0019743271879692423,1.0320167027331546,2.0160355827026786
0.5,72,-133649863.06566143,309753458.4949989,-1119709632.783015,2611065018352323.0,3.2505781477134916e+16,1.535424172383527e+18,True,True,True,0.08372047511707956,0.9902960206474173,2.0007441915169037
0.5,73,389260701.1572159,-165946044.770859,-95857105.93949625,4.68644511890894e+17,3.630969188936543e+16,6998336139598378.0,True,True,True,0.038929256403592225,0.9478060866547502,2.0296245492351783
0.5,74,-7.794935643454038,31.182353797799372,28.546590620780243,13.449505916988338,95.3421209321391,70.14916167195211,True,True,True,0.030614725124089567,1.0127901441540654,2.027835593447038
0.5,75,694714867.819594,-410140304.52097064,-369580046.97802055,6.368898055403994e+17,1.3105146203004389e+17,9.588928346207192e+16,True,True,True,-0.0014525552752337953,1.0234254039822184,2.0362219508081254
0.5,76,276681083.5040104,87744211.89138691,-326762692.3042942,1.6584619462124298e+17,5289596324434274.0,2.731898136674711e+17,True,True,True,0.04284132321782608,0.9363115281569824,1.9938159938780546
0.5,77,0.43263689821498097,6.800322247030228,11.735595246449408,0.883306756857314,27.47108249522432,72.1017727148193,True,True,True,-0.04938564701172385,1.0014447194828837,2.004492971486382
0.5,78,1148324880.8668406,3869724489.96631,3188179978.22592,8.560460199473179e+16,3.2759926810961864e+18,1.8320244918198502e+18,True,True,True,0.01051890162782168,0.9880352978339282,2.022037344157203
0.5,79,1827281437.5724819,677035263.4501573,473956950.7800778,2.269006545573787e+18,1.1541261701928864e+17,3.959461415918389e+16,True,True,True,-0.012107508925427734,1.0024165032904404,1.989205378333045
0.5,80,2729927166.5244956,-3931084903.038188,1605795608.9902093,1.1940844425501873e+18,3.5654892241336376e+18,2.430259535650842e+17,True,True,True,0.0015313940815647603,0.9190092877010172,1.9272369071847897
0.5,81,-271962790.67943037,301081448.9574719,-26019966.468087822,1.8202781118633427e+17,2.469797085932185e+17,159415141340710.78,True,True,True,-0.05310875586703858,0.9917224305418553,1.9957675029433664
0.5,82,-49651884.85833962,25820592.30016737,35749344.411327325,4.151678944478463e+16,5838686019338316.0,1.5496042804167796e+16,True,True,True,0.04454200152181774,0.9968231564153605,1.9814339661355254
0.5,83,14.177855189041876,0.2633294354964901,2.5525418013422736,52.6635056064189,2.430406827308784,1.4868598972176132,True,True,True,0.02050297123599335,1.006994253806095,2.045743974698832
0.5,84,3860626821.673702,-2389454232.8274784,2112236532.1159928,3.4322768650019825e+18,8.137762157170907e+17,5.621296482443387e+17,True,True,True,-0.045310040902465765,0.9757562287233362,2.000116501385558
0.5,85,-3848201930.5167727,4573726828.488841,3890036648.8841505,1.67592839367414e+18,2.8137957319514445e+18,1.7311829993523592e+18,True,True,True,0.05411674528986393,1.0247875854031976,1.9578228981039472
0.5,86,3.209847994078381,-5.94806901289351,2.1325579986902667,3.4773388920822157,7.453570920408373,1.4688802648994421,True,True,True,-0.009273180968074182,1.0048521560207928,2.00940191085947
0.5,87,10.12274572062714,-2.054233179228078,4.637251799449492,62.34420124375886,2.143458107357577,7.448986338851734,True,True,True,-0.03072620730040256,1.0068633643709806,1.9792339107713812
0.5,88,1447076853.7191155,75203571.48123688,2178711509.794136,6.620126906431112e+17,92919541762234.38,2.2593874210633428e+18,True,True,True,-0.024791793899079786,0.9920291242719697,2.0066667234419024
0.5,89,-235784681.65009883,-1154103420.193389,1696948480.4744737,4594763327166838.0,5.3882850725799795e+17,1.712861908557714e+18,True,True,True,0.04164366940096192,1.046243182610037,1.974753516288711
0.5,90,4732224795.781165,-671947086.4862112,862035534.4179529,6.719742651768389e+18,1.9238081998075376e+16,4.061926412990967e+16,True,True,True,-0.024223656906678086,1.042957126966187,2.014627924730265
0.5,91,152468907.00091168,-844843978.4102209,-316448840.70173997,6332856819616514.0,1.0774207770627222e+18,5.661953960620612e+16,True,True,True,-0.06747790588354213,0.9957014116896156,1.980806999694222
0.5,92,39337336.20378592,-1087918533.6756742,911783311.3632115,45152623616631.266,9.551178372884516e+17,5.6226719360036454e+17,True,True,True,0.004398086004966634,1.0136689739753657,1.9965088864968537
0.5,93,826449282.9647837,-828184528.7641702,-980294.252123533,6.167825990864407e+17,6.206758255642355e+17,1029796271.677447,True,True,True,-0.009188035195818511,0.9695189656641692,1.9603623457518964
0.5,94,-1168630949.4120603,-4189142341.417803,4360605409.017532,6.2938010113592984e+16,2.899053237266158e+18,3.2698001186339103e+18,True,True,True,-0.028384812851665855,1.0066571257981862,1.9564899080663796
0.5,95,1406845411.602831,-2375930997.557421,-622693512.7183685,5.198233495552632e+17,2.5039065617108204e+18,4.507540895937525e+16,True,True,True,-0.05042843502234658,1.0209385239544941,2.0333637144237406
0.5,96,3010125612.577855,597324545.0517694,-2288717305.032703,2.783557707288405e+18,2.1750911296466228e+16,1.2235531309250844e+18,True,True,True,-0.028493154818368966,0.9894228644502794,1.9549831626689649
0.5,97,-2126551346.0758145,-3184692213.682703,2615319085.394039,6.688969834070985e+17,2.2466427307010289e+18,1.2442443178890355e+18,True,True,True,0.02768135528988365,1.045871256684271,2.056037496300278
0.5,98,-2313558509.34416,1028306530.4444785,-251305914.46923742,2.86144623535569e+18,2.5125337867131872e+17,3667349231237643.5,True,True,True,0.018628387667691856,0.9718208263358594,1.9518291471962188
0.5,99,-554158604.872343,-458101368.3746492,2789431751.851519,3.0675627943177376e+16,1.7329099296456674e+16,3.9123566319058043e+18,True,True,True,-0.05511026659341328,0.996050010213811,2.0108101342773423
1.0,0,1462684678.013425,-2197020304.2344885,-108603722.93500942,3.353826763499476e+17,1.1365556407275401e+18,137284899979457.81,True,True,True,0.07320876699358606,1.006202735324281,1.9856515657010485
1.0,1,-0.4928740127002604,2.3344788814714303,3.16375860140567,1.8517613291988204,1.9743589016056864,3.1237116038375916,True,True,True,0.020203123860771763,1.0339568639539625,2.0322588743853984
1.0,2,32.64755933074185,15.456505684460573,-4.343767982943474,366.25422802467205,51.79765857843406,4.6511648886378,True,True,True,-0.006186638712166126,1.0016302604069176,2.015290151211967
1.0,3,-416469434.8085793,310863673.07812566,-234775765.51537308,1.661205143649822e+17,6.908500361363891e+16,2.9760050866685976e+16,True,True,True,-0.04468214794111422,0.9456263083057208,2.0098837627839483
1.0,4,-1041213140.7910795,-508291698.85212445,1580989348.892785,2.1972948718568128e+17,2.5562803119896504e+16,7.692300705088804e+17,True,True,True,-0.008331938351786031,0.9667010361103331,2.018291486862032
1.0,5,331765522.38084424,476910681.65221786,417505205.097915,5.335833634993481e+16,1.5849649954213072e+17,1.0633940019553528e+17,True,True,True,-0.03179015024715099,0.9988044656610692,1.9760284710979334
1.0,6,-9.273383697621888,3.8119911733445995,5.632479742956693,11.314544251572956,2.299366587986833,2.6560765249360663,True,True,True,-0.00483056533092583,0.9781665953654303,2.0486323958640074
1.0,7,-351754393.46288365,78434938.96296065,4311412.429388386,2.5057148069585654e+17,2778060711240367.0,461395346704.8383,True,True,True,-0.001068104914768924,1.0181172916334849,1.977226977442059
1.0,8,-201123447.71717086,128382451.56511344,1940548.310793716,1.0686257282038464e+17,2.7794220865923188e+16,95987089401.62442,True,True,True,-0.03021376732557234,0.9381549940326661,1.964927630032335
1.0,9,-0.970895535222011,2.4836766266186707,-0.022126161973157334,4.348621761302014,3.385414744991608,1.334544325427992,True,True,True,0.00501343968216011,0.9988306743032789,1.976310677311522
1.0,10,2.1410125119970993,1.8272614201513744,-0.04462150416931609,3.9243256752462248,4.477776437500567,2.2457046629471966,True,True,True,-0.02040862179061921,0.9934995760298968,2.0113965367554876
1.0,11,1.3227029125735124,21.979298177413998,19.120553217315926,5.294682970393637,327.58439167363764,70.89309039833721,True,True,True,-0.033076670889107915,1.0278592854198763,1.9991547217247012
1.0,12,67448645.09167409,-66670717.41895041,75477608.68107226,1.5620369674027636e+16,1.508610111803772e+16,2.1889002440391764e+16,True,True,True,-0.04061425804780599,0.987434998161441,2.001689063283182
1.0,13,-2016207718.8019915,2059672975.748225,-111296600.69566137,7.367571044392207e+17,7.85440563414334e+17,123926557437468.45,True,True,True,0.024172152008189444,1.012049456093534,2.0255814166510095
1.0,14,0.5533887016389718,-0.1798309957852278,2.979767747556805,2.1159848963715615,1.0739358620968682,2.089684846298592,True,True,True,0.009524397452354262,0.9732100696019035,1.999337134937829
1.0,15,-4205139.155564201,42173374.08223443,-32683150.085486908,19414433493983.03,1.9583920454488132e+16,9114996966168092.0,True,True,True,0.0700289832719329,1.027601313316666,2.0206055477360447
1.0,16,18744718.744251207,330987716.43979454,222523846.9451141,30897205097119.754,1.7010532248783565e+17,5.1690644306244056e+16,True,True,True,-0.020464335409559796,1.0168810229027927,2.0001871515170957
1.0,17,0.6170448887997889,1.639670066520116,2.0556823864554086,1.2510098431333123,1.1269937979953386,1.7728110376034372,True,True,True,0.00961116480450807,1.0290133653714264,2.04079536379372
1.0,18,-665063068.3126626,2443789057.8447294,150554112.45046943,3.417650841756861e+16,1.6956270614147907e+18,396476265633955.8,True,True,True,0.0016798212545694642,0.9950514444176805,1.9889822720296166
1.0,19,-2074286564.6986926,122405282.65891054,750430108.6408134,1.3675525194065766e+18,281020746837099.53,6.4754283541237e+16,True,True,True,-0.009633781408644203,1.0064031121943424,1.9710266903141969
1.0,20,-0.5083062859899581,5.65667404491498,5.496640063052378,1.2846709722115919,4.786953215809524,6.478249984285215,True,True,True,-0.018979182105010116,0.9798488537372877,1.9934797938919147
1.0,21,1120235544.647357,2515305040.723896,1066775959.5523336,1.2057430301719048e+17,1.3648932815025334e+18,1.0412292804390368e+17,True,True,True,0.005203224695791896,0.9531624763825697,2.004380266066998
1.0,22,-1956302148.918496,1609822250.3634083,2681883656.776649,4.1137818987479994e+17,2.2922777844561523e+17,1.0598716322069286e+18,True,True,True,-0.002900045045830423,0.993891076424174,2.0284180991413754
1.0,23,-416118833.937914,520273689.1463803,459101545.23105216,8.231807299780534e+16,1.6089356151858288e+17,1.105526957511403e+17,True,True,True,0.025303233310951495,1.040481871627806,1.9511652823465266
1.0,24,3897826.6468071574,160851527.79611492,-104445566.7509804,1203596220080.7861,8.458393697650699e+16,2.3157004342435496e+16,True,True,True,-0.0014822121666321249,1.0181477075496863,1.930017655391411
1.0,25,-0.5769136088069847,-1.2397582467310062,4.64884513135005,0.9994728865467835,0.8260730031185761,6.532539543119872,True,False,True,-0.00805100779623406,0.9929747228392924,1.9962388799212627
1.0,26,-391577088.1189572,3871784090.1795216,-1450532146.0378864,2603388554648413.0,2.5166366108830085e+18,1.323333148145911e+17,True,True,True,0.030583951475644418,0.9542686761924898,1.9551120923875551
1.0,27,3.760410042854034,4.863734919833366,-0.49705748225203944,5.8764972080748015,6.1080351139486355,0.7745259759554977,True,True,False,-0.044766429269177205,0.9834261400416575,1.9718742053450324
1.0,28,0.18085290141820087,1.1006400337064386,0.27540107691590904,1.865576487875316,2.832891600745097,2.0025569866937802,True,True,True,-0.015716505241800037,0.9438133600969235,1.9843476173466335
1.0,29,-1129533431.9843075,105705318.96821867,2426479056.3991394,1.5021537496823405e+17,123114078378286.62,1.4891785010604398e+18,True,True,True,0.005743512336275572,0.9662638818516529,2.0001402358111844
1.0,30,-261125507.42777765,1828713229.4179773,2897521442.110397,1127715517441001.2,3.8733638708415034e+17,1.540747411771966e+18,True,True,True,-0.028914988787738745,1.007140367644594,2.008425350010854
1.0,31,-15.149665150871522,-2.0518027029896997,8.211574627525167,88.34508727048029,3.309035712691033,19.066849619959072,True,True,True,-0.0262037930568512,1.0362233688816394,1.9685643174548633
1.0,32,-1.2525999320580175,3.570145461403535,0.005443236543303539,2.200583029479218,2.7841352646986635,0.7765646111805642,True,True,False,-0.01797399298037193,1.0086436630606177,1.9829745945801487
1.0,33,-668674680.4916459,566884841.9542375,-56199773.67361374,2.897720239081719e+17,1.765616374941831e+17,172034514121168.56,True,True,True,-0.017460441820808727,1.0402995961433665,2.0187150119150252
1.0,34,344665298.81483644,-479862248.92155796,3496862331.2401233,2434670765645699.5,6570482251652425.0,2.542629511449725e+18,True,True,True,0.01822336636475082,0.9635328386092247,2.058640350877407
1.0,35,2.169965637295278,1.4456545839327055,0.7715791119160595,1.965558224710107,1.419822412675328,1.5597374941045965,True,True,True,-0.0016139455337943164,1.0515101848406427,1.9899157602046085
1.0,36,88308663.42787449,-81377514.75951098,232515272.34565464,7520530118066414.0,5885072196870115.0,1.3727547674514726e+17,True,True,True,0.0033775367816499882,0.9802996894222432,2.0148656454181966
1.0,37,1408311606.4312992,613583023.1036662,-366702190.94178003,8.374840274207667e+17,6.926283454210263e+16,1.478498119945521e+16,True,True,True,0.0537326038848983,0.9881137480324161,2.014136998465469
1.0,38,325992968.8986322,-189535798.4387686,-192278857.09152803,1.446093014166639e+17,2.842138834064371e+16,2.9673319378465276e+16,True,True,True,0.050679867564004624,0.9667017666041826,1.9348908928890083
1.0,39,-963982365.6531619,835679893.6081166,1121984152.3525362,2.3209642577453107e+17,1.51210184566749e+17,3.659496645759156e+17,True,True,True,-0.04632202820151142,1.0531728986316662,2.0521830575815283
1.0,40,109807580.31771186,4514492.086069283,913883653.2829852,1168712873438615.5,81217417637.87991,6.737263920362e+17,True,True,True,-0.02905556375945471,0.9935470622489617,1.990099921534666
1.0,41,-94806791.5015622,-283284522.7423275,1228435680.3783178,398740418738814.8,1.0637521030579164e+16,8.674194339077948e+17,True,True,True,-0.008860850523696156,0.9651016359766418,2.002968705862503
1.0,42,-398010186.75662893,-138700582.04981646,-156403188.9085394,2.333021286505312e+17,9873496920649132.0,1.4157056279484834e+16,True,True,True,-0.034896876039489405,1.0131363646255673,1.9839167391933992
